DIM_COUNTRY_CODE,DIM_YEAR_CODE,DIM_AGEGROUP_CODE,DIM_SEX_CODE,DIM_GHECAUSE_CODE,ATTR_POPULATION_NUMERIC,DIM_GHECAUSE_TITLE,VAL_DALY_RATE100K_NUMERIC,VAL_DALY_COUNT_NUMERIC,VAL_DEATHS_RATE100K_NUMERIC,VAL_DEATHS_COUNT_NUMERIC
USA,2002,ALLAges,BTSX,1400,287000000,Congenital anomalies,402.67,1155652.0,4.58,13156.93
USA,2013,ALLAges,BTSX,730,316000000,Ovary cancer,105.93,334723.1,4.57,14453.88
USA,2015,ALLAges,BTSX,690,321000000,Melanoma and other skin cancers,126.61,406420.9,4.56,14645.01
USA,2004,ALLAges,BTSX,640,292000000,Stomach cancer,101.11,295244.7,4.55,13281.57
USA,2012,ALLAges,BTSX,690,314000000,Melanoma and other skin cancers,129.43,406402.7,4.55,14281.94
USA,2001,ALLAges,BTSX,1400,285000000,Congenital anomalies,400.04,1140121.0,4.53,12915.44
USA,2014,ALLAges,BTSX,730,319000000,Ovary cancer,104.65,333848.6,4.5,14348.47
USA,2011,ALLAges,BTSX,690,312000000,Melanoma and other skin cancers,128.82,401926.4,4.48,13981.87
USA,2019,ALLAges,BTSX,860,329000000,Alcohol use disorders,467.64,1538531.0,4.46,14659.45
USA,2016,ALLAges,BTSX,730,323000000,Ovary cancer,103.38,333921.8,4.45,14374.51
USA,2003,ALLAges,BTSX,1400,290000000,Congenital anomalies,391.46,1135236.0,4.44,12870.86
USA,2019,ALLAges,BTSX,730,329000000,Ovary cancer,101.08,332563.5,4.44,14591.39
USA,2018,ALLAges,BTSX,730,327000000,Ovary cancer,101.48,331851.2,4.43,14487.2
USA,2009,ALLAges,BTSX,690,306000000,Melanoma and other skin cancers,130.58,399582.5,4.43,13565.75
USA,2009,ALLAges,BTSX,490,306000000,Neonatal conditions,595.28,1821543.0,4.42,13535.26
USA,2017,ALLAges,BTSX,730,325000000,Ovary cancer,102.12,331875.7,4.41,14337.9
USA,2004,ALLAges,BTSX,1400,292000000,Congenital anomalies,388.64,1134830.0,4.39,12819.76
USA,2015,ALLAges,BTSX,730,321000000,Ovary cancer,101.58,326058.5,4.38,14063.43
USA,2005,ALLAges,BTSX,640,295000000,Stomach cancer,96.93,285948.1,4.37,12903.97
USA,2005,ALLAges,BTSX,100,295000000,HIV/AIDS,228.6,674384.5,4.37,12888.6
USA,2010,ALLAges,BTSX,690,309000000,Melanoma and other skin cancers,127.96,395400.3,4.36,13468.46
USA,2018,ALLAges,BTSX,690,327000000,Melanoma and other skin cancers,121.49,397261.1,4.36,14254.76
USA,2019,ALLAges,BTSX,690,329000000,Melanoma and other skin cancers,121.34,399212.5,4.35,14310.83
USA,2005,ALLAges,BTSX,1400,295000000,Congenital anomalies,385.37,1136830.0,4.35,12829.93
USA,2006,ALLAges,BTSX,1400,298000000,Congenital anomalies,385.97,1150186.0,4.33,12895.13
USA,2007,ALLAges,BTSX,1400,301000000,Congenital anomalies,387.3,1165787.0,4.32,13000.81
USA,2006,ALLAges,BTSX,640,298000000,Stomach cancer,96.03,286181.2,4.26,12688.17
USA,2016,ALLAges,BTSX,690,323000000,Melanoma and other skin cancers,120.22,388299.2,4.26,13757.43
USA,2017,ALLAges,BTSX,690,325000000,Melanoma and other skin cancers,119.78,389277.7,4.24,13770.66
USA,2007,ALLAges,BTSX,640,301000000,Stomach cancer,95.16,286439.4,4.23,12744.04
USA,2008,ALLAges,BTSX,1400,303000000,Congenital anomalies,375.94,1139103.0,4.2,12730.42
USA,2008,ALLAges,BTSX,640,303000000,Stomach cancer,94.77,287146.7,4.19,12702.9
USA,2008,ALLAges,BTSX,690,303000000,Melanoma and other skin cancers,124.59,377500.6,4.18,12667.33
USA,2007,ALLAges,BTSX,690,301000000,Melanoma and other skin cancers,124.33,374229.4,4.17,12556.42
USA,2018,ALLAges,BTSX,860,327000000,Alcohol use disorders,453.4,1482624.0,4.15,13574.93
USA,2006,ALLAges,BTSX,690,298000000,Melanoma and other skin cancers,124.37,370623.3,4.15,12360.54
USA,2006,ALLAges,BTSX,100,298000000,HIV/AIDS,217.93,649441.4,4.15,12380.24
USA,2010,ALLAges,BTSX,640,309000000,Stomach cancer,93.65,289368.3,4.11,12712.24
USA,2009,ALLAges,BTSX,640,306000000,Stomach cancer,93.16,285065.9,4.1,12531.89
USA,2005,ALLAges,BTSX,690,295000000,Melanoma and other skin cancers,124.57,367486.2,4.1,12087.01
USA,2012,ALLAges,BTSX,640,314000000,Stomach cancer,93.87,294748.4,4.09,12836.78
USA,2013,ALLAges,BTSX,640,316000000,Stomach cancer,93.48,295405.2,4.08,12877.25
USA,2014,ALLAges,BTSX,640,319000000,Stomach cancer,92.22,294169.3,4.05,12905.9
USA,2011,ALLAges,BTSX,640,312000000,Stomach cancer,92.16,287542.8,4.05,12647.87
USA,2010,ALLAges,BTSX,490,309000000,Neonatal conditions,560.14,1730821.0,4.04,12483.02
USA,2016,ALLAges,BTSX,640,323000000,Stomach cancer,93.33,301460.8,4.04,13061.19
USA,2015,ALLAges,BTSX,640,321000000,Stomach cancer,92.44,296742.3,4.03,12946.28
USA,2018,ALLAges,BTSX,640,327000000,Stomach cancer,89.83,293732.3,3.99,13035.83
USA,2019,ALLAges,BTSX,640,329000000,Stomach cancer,88.87,292377.6,3.97,13076.7
USA,2001,ALLAges,BTSX,690,285000000,Melanoma and other skin cancers,116.38,331691.8,3.96,11282.97
USA,2009,ALLAges,BTSX,1400,306000000,Congenital anomalies,356.65,1091355.0,3.96,12125.03
USA,2004,ALLAges,BTSX,690,292000000,Melanoma and other skin cancers,120.91,353049.5,3.95,11522.48
USA,2003,ALLAges,BTSX,690,290000000,Melanoma and other skin cancers,119.73,347225.5,3.95,11447.73
USA,2013,ALLAges,BTSX,490,316000000,Neonatal conditions,547.61,1730462.0,3.93,12423.2
USA,2011,ALLAges,BTSX,490,312000000,Neonatal conditions,548.09,1710040.0,3.92,12216.16
USA,2017,ALLAges,BTSX,640,325000000,Stomach cancer,90.27,293374.3,3.92,12742.66
USA,2012,ALLAges,BTSX,490,314000000,Neonatal conditions,546.11,1714799.0,3.9,12254.06
USA,2002,ALLAges,BTSX,690,287000000,Melanoma and other skin cancers,116.02,332967.8,3.89,11163.74
USA,2000,ALLAges,BTSX,690,282000000,Melanoma and other skin cancers,113.56,320236.7,3.88,10937.91
USA,2017,ALLAges,BTSX,860,325000000,Alcohol use disorders,440.99,1433233.0,3.87,12564.86
USA,2014,ALLAges,BTSX,490,319000000,Neonatal conditions,539.72,1721701.0,3.86,12307.04
USA,2007,ALLAges,BTSX,100,301000000,HIV/AIDS,202.03,608097.2,3.83,11520.04
USA,2010,ALLAges,BTSX,1400,309000000,Congenital anomalies,343.64,1061847.0,3.83,11821.53
USA,2015,ALLAges,BTSX,490,321000000,Neonatal conditions,535.36,1718495.0,3.82,12253.04
USA,2011,ALLAges,BTSX,1400,312000000,Congenital anomalies,339.73,1059962.0,3.8,11843.84
USA,2015,ALLAges,BTSX,1400,321000000,Congenital anomalies,326.17,1046993.0,3.75,12033.88
USA,2016,ALLAges,BTSX,490,323000000,Neonatal conditions,529.26,1709525.0,3.75,12123.82
USA,2016,ALLAges,BTSX,1400,323000000,Congenital anomalies,321.92,1039794.0,3.73,12050.37
USA,2012,ALLAges,BTSX,1400,314000000,Congenital anomalies,331.79,1041828.0,3.71,11658.55
USA,2016,ALLAges,BTSX,860,323000000,Alcohol use disorders,436.7,1410552.0,3.71,11973.41
USA,2011,ALLAges,BTSX,110,312000000,Diarrhoeal diseases,139.01,433717.4,3.66,11428.21
USA,2017,ALLAges,BTSX,1400,325000000,Congenital anomalies,315.22,1024459.0,3.65,11848.86
USA,2013,ALLAges,BTSX,1400,316000000,Congenital anomalies,322.95,1020510.0,3.64,11517.79
USA,2014,ALLAges,BTSX,1400,319000000,Congenital anomalies,319.35,1018739.0,3.62,11532.38
USA,2016,ALLAges,BTSX,620,323000000,Mouth and oropharynx cancers,91.14,294374.7,3.61,11645.4
USA,2017,ALLAges,BTSX,490,325000000,Neonatal conditions,515.0,1673758.0,3.6,11702.31
USA,2018,ALLAges,BTSX,1400,327000000,Congenital anomalies,310.1,1014030.0,3.6,11769.3
USA,2017,ALLAges,BTSX,620,325000000,Mouth and oropharynx cancers,89.39,290512.1,3.57,11587.54
USA,2019,ALLAges,BTSX,1400,329000000,Congenital anomalies,307.43,1011436.0,3.57,11761.6
USA,2018,ALLAges,BTSX,620,327000000,Mouth and oropharynx cancers,87.63,286557.6,3.53,11537.3
USA,2018,ALLAges,BTSX,490,327000000,Neonatal conditions,506.12,1655002.0,3.52,11504.53
USA,2019,ALLAges,BTSX,620,329000000,Mouth and oropharynx cancers,86.67,285140.1,3.51,11554.95
USA,2012,ALLAges,BTSX,110,314000000,Diarrhoeal diseases,137.74,432496.3,3.5,10981.81
USA,2009,ALLAges,BTSX,110,306000000,Diarrhoeal diseases,137.53,420840.6,3.49,10671.03
USA,2008,ALLAges,BTSX,100,303000000,HIV/AIDS,183.71,556652.9,3.48,10529.84
USA,2015,ALLAges,BTSX,620,321000000,Mouth and oropharynx cancers,88.29,283407.0,3.48,11172.06
USA,2010,ALLAges,BTSX,110,309000000,Diarrhoeal diseases,137.36,424437.3,3.45,10665.94
USA,2013,ALLAges,BTSX,110,316000000,Diarrhoeal diseases,137.37,434086.5,3.45,10894.78
USA,2019,ALLAges,BTSX,490,329000000,Neonatal conditions,497.31,1636137.0,3.45,11343.72
USA,2015,ALLAges,BTSX,860,321000000,Alcohol use disorders,426.22,1368179.0,3.38,10849.31
USA,2014,ALLAges,BTSX,620,319000000,Mouth and oropharynx cancers,86.5,275937.2,3.37,10750.22
USA,2012,ALLAges,BTSX,620,314000000,Mouth and oropharynx cancers,85.24,267640.8,3.26,10250.23
USA,2017,ALLAges,BTSX,720,325000000,Corpus uteri cancer,80.63,262046.9,3.24,10527.4
USA,2015,ALLAges,BTSX,110,321000000,Diarrhoeal diseases,137.58,441629.0,3.21,10311.46
USA,2013,ALLAges,BTSX,620,316000000,Mouth and oropharynx cancers,83.65,264346.7,3.21,10144.98
USA,2014,ALLAges,BTSX,860,319000000,Alcohol use disorders,419.48,1338140.0,3.19,10171.09
USA,2011,ALLAges,BTSX,620,312000000,Mouth and oropharynx cancers,83.07,259186.1,3.18,9936.36
USA,2009,ALLAges,BTSX,100,306000000,HIV/AIDS,169.15,517593.0,3.16,9665.29
USA,2014,ALLAges,BTSX,110,319000000,Diarrhoeal diseases,135.35,431764.0,3.14,10023.73
USA,2013,ALLAges,BTSX,860,316000000,Alcohol use disorders,416.76,1316975.0,3.1,9807.99
USA,2016,ALLAges,BTSX,720,323000000,Corpus uteri cancer,78.33,253003.1,3.09,9996.18
USA,2001,ALLAges,BTSX,620,285000000,Mouth and oropharynx cancers,81.1,231136.5,3.06,8712.05
USA,2010,ALLAges,BTSX,620,309000000,Mouth and oropharynx cancers,80.11,247550.9,3.06,9444.81
USA,2019,ALLAges,BTSX,720,329000000,Corpus uteri cancer,76.14,250506.9,3.06,10062.97
USA,2018,ALLAges,BTSX,720,327000000,Corpus uteri cancer,76.07,248747.5,3.05,9969.12
USA,2002,ALLAges,BTSX,620,287000000,Mouth and oropharynx cancers,80.62,231388.2,3.04,8731.68
USA,2019,ALLAges,BTSX,110,329000000,Diarrhoeal diseases,138.86,456849.2,3.03,9954.62
USA,2018,ALLAges,BTSX,110,327000000,Diarrhoeal diseases,136.59,446644.7,3.02,9865.18
USA,2000,ALLAges,BTSX,620,282000000,Mouth and oropharynx cancers,80.07,225794.1,3.01,8490.89
USA,2003,ALLAges,BTSX,620,290000000,Mouth and oropharynx cancers,80.3,232866.1,3.01,8724.16
USA,2007,ALLAges,BTSX,620,301000000,Mouth and oropharynx cancers,78.88,237441.3,3.0,9027.53
USA,2004,ALLAges,BTSX,620,292000000,Mouth and oropharynx cancers,79.14,231091.1,3.0,8762.71
USA,2016,ALLAges,BTSX,110,323000000,Diarrhoeal diseases,134.91,435752.0,2.96,9566.45
USA,2012,ALLAges,BTSX,860,314000000,Alcohol use disorders,411.67,1292631.0,2.96,9279.42
USA,2008,ALLAges,BTSX,620,303000000,Mouth and oropharynx cancers,78.04,236456.6,2.96,8967.27
USA,2005,ALLAges,BTSX,620,295000000,Mouth and oropharynx cancers,78.79,232427.5,2.95,8714.91
USA,2009,ALLAges,BTSX,620,306000000,Mouth and oropharynx cancers,75.83,232026.4,2.9,8865.55
USA,2006,ALLAges,BTSX,620,298000000,Mouth and oropharynx cancers,76.55,228113.3,2.9,8631.24
USA,2008,ALLAges,BTSX,110,303000000,Diarrhoeal diseases,128.01,387864.1,2.86,8677.2
USA,2011,ALLAges,BTSX,860,312000000,Alcohol use disorders,408.75,1275305.0,2.86,8935.25
USA,2010,ALLAges,BTSX,860,309000000,Alcohol use disorders,406.92,1257371.0,2.81,8677.71
USA,2017,ALLAges,BTSX,110,325000000,Diarrhoeal diseases,132.77,431497.0,2.79,9069.03
USA,2006,ALLAges,BTSX,860,298000000,Alcohol use disorders,407.38,1214001.0,2.77,8239.92
USA,2010,ALLAges,BTSX,100,309000000,HIV/AIDS,151.38,467750.0,2.76,8521.87
USA,2015,ALLAges,BTSX,720,321000000,Corpus uteri cancer,69.4,222784.5,2.74,8791.78
USA,2008,ALLAges,BTSX,860,303000000,Alcohol use disorders,405.35,1228218.0,2.69,8160.48
USA,2005,ALLAges,BTSX,860,295000000,Alcohol use disorders,404.97,1194673.0,2.69,7947.21
USA,2009,ALLAges,BTSX,860,306000000,Alcohol use disorders,403.2,1233777.0,2.67,8180.22
USA,2004,ALLAges,BTSX,860,292000000,Alcohol use disorders,402.96,1176650.0,2.66,7778.36
USA,2014,ALLAges,BTSX,720,319000000,Corpus uteri cancer,67.12,214120.5,2.64,8419.33
USA,2003,ALLAges,BTSX,860,290000000,Alcohol use disorders,400.29,1160851.0,2.62,7587.65
USA,2002,ALLAges,BTSX,860,287000000,Alcohol use disorders,397.03,1139462.0,2.57,7370.16
USA,2007,ALLAges,BTSX,860,301000000,Alcohol use disorders,397.5,1196472.0,2.52,7582.12
USA,2007,ALLAges,BTSX,110,301000000,Diarrhoeal diseases,122.91,369969.7,2.51,7556.19
USA,2013,ALLAges,BTSX,720,316000000,Corpus uteri cancer,63.67,201186.5,2.51,7917.94
USA,2011,ALLAges,BTSX,100,312000000,HIV/AIDS,140.22,437482.1,2.5,7811.06
USA,2001,ALLAges,BTSX,860,285000000,Alcohol use disorders,392.36,1118230.0,2.49,7109.68
USA,2006,ALLAges,BTSX,110,298000000,Diarrhoeal diseases,120.6,359378.6,2.48,7378.73
USA,2012,ALLAges,BTSX,720,314000000,Corpus uteri cancer,61.38,192719.6,2.44,7673.82
USA,2000,ALLAges,BTSX,860,282000000,Alcohol use disorders,387.81,1093615.0,2.39,6737.07
USA,2017,ALLAges,BTSX,550,325000000,Protein-energy malnutrition,51.37,166941.6,2.36,7676.95
USA,2011,ALLAges,BTSX,720,312000000,Corpus uteri cancer,59.55,185792.9,2.36,7359.93
USA,2013,ALLAges,BTSX,710,316000000,Cervix uteri cancer,72.02,227567.7,2.35,7423.04
USA,2013,ALLAges,BTSX,200,316000000,Acute hepatitis C,72.41,228803.7,2.34,7388.15
USA,2012,ALLAges,BTSX,200,314000000,Acute hepatitis C,74.05,232528.9,2.34,7337.0
USA,2012,ALLAges,BTSX,100,314000000,HIV/AIDS,132.33,415501.6,2.34,7349.28
USA,2000,ALLAges,BTSX,710,282000000,Cervix uteri cancer,72.17,203525.4,2.33,6578.75
USA,2009,ALLAges,BTSX,200,306000000,Acute hepatitis C,76.29,233445.3,2.32,7103.83
USA,2010,ALLAges,BTSX,720,309000000,Corpus uteri cancer,57.1,176438.7,2.3,7095.66
USA,2014,ALLAges,BTSX,200,319000000,Acute hepatitis C,70.34,224395.9,2.3,7339.66
USA,2015,ALLAges,BTSX,710,321000000,Cervix uteri cancer,70.13,225103.9,2.3,7380.41
USA,2008,ALLAges,BTSX,200,303000000,Acute hepatitis C,76.31,231229.2,2.3,6969.76
USA,2001,ALLAges,BTSX,710,285000000,Cervix uteri cancer,70.98,202297.3,2.28,6489.82
USA,2011,ALLAges,BTSX,710,312000000,Cervix uteri cancer,69.22,215974.7,2.28,7101.09
USA,2011,ALLAges,BTSX,200,312000000,Acute hepatitis C,73.46,229183.8,2.28,7114.66
USA,2014,ALLAges,BTSX,710,319000000,Cervix uteri cancer,69.27,220965.7,2.27,7247.99
USA,2012,ALLAges,BTSX,710,314000000,Cervix uteri cancer,69.44,218045.3,2.25,7066.59
USA,2010,ALLAges,BTSX,200,309000000,Acute hepatitis C,72.76,224818.6,2.24,6919.92
USA,2013,ALLAges,BTSX,100,316000000,HIV/AIDS,127.19,401931.4,2.24,7078.36
USA,2019,ALLAges,BTSX,1242,329000000,Paralytic ileus and intestinal obstruction,42.11,138539.6,2.24,7365.28
USA,2007,ALLAges,BTSX,200,301000000,Acute hepatitis C,74.77,225059.4,2.23,6705.71
USA,2002,ALLAges,BTSX,710,287000000,Cervix uteri cancer,68.46,196472.8,2.2,6306.47
USA,2018,ALLAges,BTSX,1242,327000000,Paralytic ileus and intestinal obstruction,41.51,135724.7,2.2,7196.6
USA,2006,ALLAges,BTSX,200,298000000,Acute hepatitis C,74.43,221795.2,2.2,6560.01
USA,2007,ALLAges,BTSX,710,301000000,Cervix uteri cancer,67.63,203571.3,2.17,6538.24
USA,2008,ALLAges,BTSX,710,303000000,Cervix uteri cancer,67.19,203585.9,2.17,6573.34
USA,2005,ALLAges,BTSX,110,295000000,Diarrhoeal diseases,114.49,337742.7,2.16,6365.75
USA,2003,ALLAges,BTSX,710,290000000,Cervix uteri cancer,67.56,195933.2,2.15,6239.93
USA,2016,ALLAges,BTSX,710,323000000,Cervix uteri cancer,66.09,213474.7,2.15,6928.73
USA,2010,ALLAges,BTSX,710,309000000,Cervix uteri cancer,66.67,206009.7,2.15,6643.09
USA,2009,ALLAges,BTSX,710,306000000,Cervix uteri cancer,67.1,205332.5,2.14,6551.0
USA,2018,ALLAges,BTSX,710,327000000,Cervix uteri cancer,64.76,211773.1,2.14,6995.89
USA,2006,ALLAges,BTSX,710,298000000,Cervix uteri cancer,66.48,198124.4,2.14,6369.63
USA,2005,ALLAges,BTSX,710,295000000,Cervix uteri cancer,66.75,196907.7,2.14,6326.85
USA,2014,ALLAges,BTSX,100,319000000,HIV/AIDS,122.51,390796.5,2.14,6831.42
USA,2008,ALLAges,BTSX,720,303000000,Corpus uteri cancer,52.99,160548.4,2.14,6477.42
USA,2019,ALLAges,BTSX,710,329000000,Cervix uteri cancer,63.85,210061.0,2.12,6984.29
USA,2016,ALLAges,BTSX,1242,323000000,Paralytic ileus and intestinal obstruction,40.86,131972.5,2.12,6839.29
USA,2013,ALLAges,BTSX,1242,316000000,Paralytic ileus and intestinal obstruction,40.51,128003.3,2.12,6699.97
USA,2006,ALLAges,BTSX,720,298000000,Corpus uteri cancer,51.63,153867.6,2.12,6321.88
USA,2004,ALLAges,BTSX,710,292000000,Cervix uteri cancer,66.49,194162.8,2.11,6149.17
USA,2009,ALLAges,BTSX,720,306000000,Corpus uteri cancer,53.11,162522.0,2.11,6456.08
USA,2008,ALLAges,BTSX,1242,303000000,Paralytic ileus and intestinal obstruction,43.16,130773.4,2.11,6399.96
USA,2015,ALLAges,BTSX,1242,321000000,Paralytic ileus and intestinal obstruction,40.1,128715.1,2.1,6745.02
USA,2014,ALLAges,BTSX,1242,319000000,Paralytic ileus and intestinal obstruction,40.24,128355.6,2.1,6698.79
USA,2017,ALLAges,BTSX,1242,325000000,Paralytic ileus and intestinal obstruction,40.25,130812.5,2.1,6821.21
USA,2015,ALLAges,BTSX,200,321000000,Acute hepatitis C,63.38,203441.0,2.09,6695.44
USA,2007,ALLAges,BTSX,720,301000000,Corpus uteri cancer,51.29,154397.5,2.08,6272.71
USA,2017,ALLAges,BTSX,710,325000000,Cervix uteri cancer,64.29,208926.7,2.07,6727.35
USA,2009,ALLAges,BTSX,1242,306000000,Paralytic ileus and intestinal obstruction,40.73,124631.8,2.07,6322.37
USA,2011,ALLAges,BTSX,1242,312000000,Paralytic ileus and intestinal obstruction,39.6,123566.4,2.06,6430.86
USA,2019,ALLAges,BTSX,550,329000000,Protein-energy malnutrition,52.11,171425.5,2.06,6762.06
USA,2003,ALLAges,BTSX,1242,290000000,Paralytic ileus and intestinal obstruction,40.12,116341.4,2.06,5977.39
USA,2006,ALLAges,BTSX,1242,298000000,Paralytic ileus and intestinal obstruction,41.09,122442.0,2.05,6114.11
USA,2004,ALLAges,BTSX,720,292000000,Corpus uteri cancer,48.82,142559.3,2.05,5975.14
USA,2015,ALLAges,BTSX,100,321000000,HIV/AIDS,117.41,376870.1,2.05,6573.17
USA,2005,ALLAges,BTSX,720,295000000,Corpus uteri cancer,49.41,145754.1,2.04,6011.7
USA,2010,ALLAges,BTSX,1242,309000000,Paralytic ileus and intestinal obstruction,39.71,122715.3,2.04,6307.39
USA,2012,ALLAges,BTSX,1242,314000000,Paralytic ileus and intestinal obstruction,39.6,124354.4,2.04,6405.52
USA,2005,ALLAges,BTSX,1242,295000000,Paralytic ileus and intestinal obstruction,40.05,118157.3,2.03,5986.53
USA,2018,ALLAges,BTSX,550,327000000,Protein-energy malnutrition,49.16,160768.7,2.03,6631.19
USA,2003,ALLAges,BTSX,720,290000000,Corpus uteri cancer,48.38,140302.7,2.03,5881.55
USA,2002,ALLAges,BTSX,720,287000000,Corpus uteri cancer,48.18,138283.2,2.03,5815.07
USA,2002,ALLAges,BTSX,1242,287000000,Paralytic ileus and intestinal obstruction,39.05,112084.5,2.03,5839.05
USA,2007,ALLAges,BTSX,1242,301000000,Paralytic ileus and intestinal obstruction,41.06,123589.5,2.02,6094.85
USA,2001,ALLAges,BTSX,720,285000000,Corpus uteri cancer,47.24,134622.0,2.01,5734.13
USA,2004,ALLAges,BTSX,1242,292000000,Paralytic ileus and intestinal obstruction,39.19,114440.1,2.01,5862.01
USA,2000,ALLAges,BTSX,720,282000000,Corpus uteri cancer,46.65,131561.1,1.97,5562.81
USA,2000,ALLAges,BTSX,1242,282000000,Paralytic ileus and intestinal obstruction,37.82,106664.0,1.94,5476.97
USA,2016,ALLAges,BTSX,100,323000000,HIV/AIDS,112.33,362815.8,1.94,6260.49
USA,2001,ALLAges,BTSX,1242,285000000,Paralytic ileus and intestinal obstruction,37.1,105732.0,1.93,5514.15
USA,2016,ALLAges,BTSX,550,323000000,Protein-energy malnutrition,46.36,149747.4,1.92,6205.48
USA,2001,ALLAges,BTSX,1630,285000000,Collective violence and legal intervention,99.5,283588.1,1.82,5200.07
USA,2016,ALLAges,BTSX,200,323000000,Acute hepatitis C,53.09,171472.9,1.78,5748.7
USA,2018,ALLAges,BTSX,100,327000000,HIV/AIDS,105.65,345469.0,1.78,5817.85
USA,2017,ALLAges,BTSX,100,325000000,HIV/AIDS,105.41,342585.7,1.78,5784.86
USA,2018,ALLAges,BTSX,200,327000000,Acute hepatitis C,51.4,168080.1,1.75,5713.88
USA,2019,ALLAges,BTSX,200,329000000,Acute hepatitis C,50.44,165931.9,1.73,5683.89
USA,2019,ALLAges,BTSX,1246,329000000,Gallbladder and biliary diseases,88.95,292638.4,1.73,5699.69
USA,2019,ALLAges,BTSX,100,329000000,HIV/AIDS,103.74,341320.1,1.72,5660.48
USA,2004,ALLAges,BTSX,110,292000000,Diarrhoeal diseases,108.36,316400.4,1.72,5017.39
USA,2002,ALLAges,BTSX,200,287000000,Acute hepatitis C,59.24,170005.4,1.72,4934.04
USA,2018,ALLAges,BTSX,1246,327000000,Gallbladder and biliary diseases,89.79,293601.6,1.7,5547.93
USA,2005,ALLAges,BTSX,200,295000000,Acute hepatitis C,56.74,167372.8,1.65,4873.09
USA,2001,ALLAges,BTSX,200,285000000,Acute hepatitis C,56.45,160871.2,1.65,4705.74
USA,2019,ALLAges,BTSX,1330,329000000,Skin diseases,242.36,797368.1,1.64,5408.94
USA,2016,ALLAges,BTSX,1246,323000000,Gallbladder and biliary diseases,89.54,289211.7,1.63,5257.75
USA,2017,ALLAges,BTSX,1246,325000000,Gallbladder and biliary diseases,89.51,290916.0,1.62,5269.03
USA,2000,ALLAges,BTSX,1190,282000000,Asthma,308.42,869755.3,1.62,4578.48
USA,2000,ALLAges,BTSX,1220,282000000,Peptic ulcer disease,34.35,96853.69,1.62,4559.49
USA,2003,ALLAges,BTSX,200,290000000,Acute hepatitis C,56.29,163253.5,1.62,4711.5
USA,2018,ALLAges,BTSX,1330,327000000,Skin diseases,241.29,789006.2,1.61,5252.52
USA,2004,ALLAges,BTSX,200,292000000,Acute hepatitis C,55.55,162213.9,1.6,4676.77
USA,2015,ALLAges,BTSX,1246,321000000,Gallbladder and biliary diseases,88.74,284842.5,1.59,5112.76
USA,2001,ALLAges,BTSX,1220,285000000,Peptic ulcer disease,33.81,96367.73,1.58,4507.21
USA,2015,ALLAges,BTSX,550,321000000,Protein-energy malnutrition,42.27,135697.1,1.58,5060.02
USA,2000,ALLAges,BTSX,753,282000000,Larynx cancer,39.09,110239.7,1.55,4364.38
USA,2017,ALLAges,BTSX,1330,325000000,Skin diseases,240.27,780868.3,1.55,5043.04
USA,2016,ALLAges,BTSX,1330,323000000,Skin diseases,239.57,773800.1,1.54,4977.15
USA,2019,ALLAges,BTSX,980,329000000,Multiple sclerosis,70.77,232831.0,1.54,5059.05
USA,2008,ALLAges,BTSX,1246,303000000,Gallbladder and biliary diseases,86.11,260924.8,1.53,4620.97
USA,2001,ALLAges,BTSX,1190,285000000,Asthma,305.32,870174.5,1.53,4352.91
USA,2000,ALLAges,BTSX,200,282000000,Acute hepatitis C,51.56,145386.3,1.53,4311.08
USA,2017,ALLAges,BTSX,200,325000000,Acute hepatitis C,44.65,145121.3,1.52,4936.65
USA,2014,ALLAges,BTSX,1246,319000000,Gallbladder and biliary diseases,87.47,279017.6,1.52,4844.81
USA,2002,ALLAges,BTSX,1190,287000000,Asthma,308.12,884318.2,1.51,4337.78
USA,2001,ALLAges,BTSX,753,285000000,Larynx cancer,38.48,109682.2,1.5,4283.57
USA,2011,ALLAges,BTSX,1246,312000000,Gallbladder and biliary diseases,86.62,270261.8,1.5,4670.4
USA,2015,ALLAges,BTSX,1330,321000000,Skin diseases,237.72,763090.3,1.49,4784.88
USA,2009,ALLAges,BTSX,1246,306000000,Gallbladder and biliary diseases,86.48,264635.4,1.48,4537.52
USA,2000,ALLAges,BTSX,752,282000000,Gallbladder and biliary tract cancer,28.92,81558.55,1.47,4138.86
USA,2010,ALLAges,BTSX,1246,309000000,Gallbladder and biliary diseases,85.78,265049.4,1.47,4541.13
USA,2013,ALLAges,BTSX,1246,316000000,Gallbladder and biliary diseases,86.28,272636.0,1.47,4645.78
USA,2002,ALLAges,BTSX,753,287000000,Larynx cancer,37.65,108060.9,1.46,4195.55
USA,2018,ALLAges,BTSX,980,327000000,Multiple sclerosis,68.55,224143.9,1.46,4768.38
USA,2005,ALLAges,BTSX,1330,295000000,Skin diseases,234.0,690314.1,1.46,4302.88
USA,2003,ALLAges,BTSX,753,290000000,Larynx cancer,37.43,108549.7,1.46,4245.53
USA,2004,ALLAges,BTSX,1330,292000000,Skin diseases,235.46,687552.6,1.45,4241.21
USA,2007,ALLAges,BTSX,1246,301000000,Gallbladder and biliary diseases,83.74,252049.5,1.45,4377.67
USA,2012,ALLAges,BTSX,1246,314000000,Gallbladder and biliary diseases,86.41,271339.4,1.45,4560.39
USA,2003,ALLAges,BTSX,1330,290000000,Skin diseases,235.54,683063.8,1.45,4191.86
USA,2003,ALLAges,BTSX,1190,290000000,Asthma,307.31,891200.4,1.44,4185.66
